State_Code,State_Name,County_Name,Population (2020),Area (mi2)
IN,Indiana,Fulton,20480,368
IN,Indiana,Gibson,33011,487
IN,Indiana,Grant,66674,414
IN,Indiana,Greene,30803,543
IN,Indiana,Hamilton,347467,394
IN,Indiana,Hancock,79840,306
IN,Indiana,Harrison,39654,485
IN,Indiana,Hendricks,174788,407
IN,Indiana,Henry,48914,392
IN,Indiana,Howard,83658,293
IN,Indiana,Huntington,36662,383
IN,Indiana,Jackson,46428,509
IN,Indiana,Jasper,32918,560
IN,Indiana,Jay,20478,384
IN,Indiana,Jefferson,33147,361
IN,Indiana,Jennings,27613,377
IN,Indiana,Johnson,161765,320
IN,Indiana,Knox,36282,516
IN,Indiana,Kosciusko,80240,531
IN,Indiana,LaGrange,40446,380
IN,Indiana,Lake,498700,499
IN,Indiana,LaPorte,112417,598
IN,Indiana,Lawrence,45011,449
IN,Indiana,Madison,130129,452
IN,Indiana,Marion,977203,396
IN,Indiana,Marshall,46095,444
IN,Indiana,Martin,9812,336
IN,Indiana,Miami,35962,374
IN,Indiana,Monroe,139718,395
IN,Indiana,Montgomery,37936,505
IN,Indiana,Morgan,71780,404
IN,Indiana,Newton,13830,402
IN,Indiana,Noble,47457,411
IN,Indiana,Ohio,5940,86
IN,Indiana,Orange,19867,398
IN,Indiana,Owen,21321,385
IN,Indiana,Parke,16156,445
IN,Indiana,Perry,19170,382
IN,Indiana,Pike,12250,334
IN,Indiana,Porter,173215,418
IN,Indiana,Posey,25222,410
IN,Indiana,Pulaski,12514,434
IN,Indiana,Putnam,36726,481
IN,Indiana,Randolph,24502,452
IN,Indiana,Ripley,28995,446
IN,Indiana,Rush,16752,408
IN,Indiana,St. Joseph,272912,458
IN,Indiana,Scott,24384,190
IN,Indiana,Shelby,45055,411
IN,Indiana,Spencer,19810,397
IN,Indiana,Starke,23371,309
IN,Indiana,Steuben,34435,309
IN,Indiana,Sullivan,20817,447
IN,Indiana,Switzerland,9737,221
IN,Indiana,Tippecanoe,186251,500
IN,Indiana,Tipton,15359,261
IN,Indiana,Union,7087,161
IN,Indiana,Vanderburgh,180136,233
IN,Indiana,Vermillion,15439,257
IN,Indiana,Vigo,106153,403
IN,Indiana,Wabash,30976,412
IN,Indiana,Warren,8440,365
IN,Indiana,Warrick,63898,385
IN,Indiana,Washington,28182,514
IN,Indiana,Wayne,66553,402
IN,Indiana,Wells,28180,368
IN,Indiana,White,24688,505
IN,Indiana,Whitley,34191,336
IA,Iowa,Adair,7496,569
IA,Iowa,Adams,3704,424
IA,Iowa,Allamakee,14061,640
IA,Iowa,Appanoose,12317,496
IA,Iowa,Audubon,5674,443
IA,Iowa,Benton,25575,716
IA,Iowa,Black Hawk,131144,567
IA,Iowa,Boone,26715,572
IA,Iowa,Bremer,24988,428
IA,Iowa,Buchanan,20565,571
IA,Iowa,Buena Vista,20823,575
IA,Iowa,Butler,14334,580
IA,Iowa,Calhoun,9927,570
IA,Iowa,Carroll,20760,569
IA,Iowa,Cass,13127,564
IA,Iowa,Cedar,18505,580
IA,Iowa,Cerro Gordo,43127,568
IA,Iowa,Cherokee,11658,577
IA,Iowa,Chickasaw,12012,505
IA,Iowa,Clarke,9748,431
IA,Iowa,Clay,16384,569
IA,Iowa,Clayton,17043,779
IA,Iowa,Clinton,46460,695
IA,Iowa,Crawford,16525,714
IA,Iowa,Dallas,99678,586
IA,Iowa,Davis,9110,503
IA,Iowa,Decatur,7645,532
IA,Iowa,Delaware,17488,578
IA,Iowa,Des Moines,38910,416
IA,Iowa,Dickinson,17703,381
IA,Iowa,Dubuque,99266,608
IA,Iowa,Emmet,9388,396
IA,Iowa,Fayette,19509,731
IA,Iowa,Floyd,15627,501
IA,Iowa,Franklin,10019,582
IA,Iowa,Fremont,6605,511
IA,Iowa,Greene,8771,568
IA,Iowa,Grundy,12329,503
IA,Iowa,Guthrie,10623,591
IA,Iowa,Hamilton,15039,577
IA,Iowa,Hancock,10795,571
IA,Iowa,Hardin,16878,569
IA,Iowa,Harrison,14582,697
IA,Iowa,Henry,20482,434
IA,Iowa,Howard,9469,473
IA,Iowa,Humboldt,9597,434
IA,Iowa,Ida,7005,432
IA,Iowa,Iowa,16662,586
IA,Iowa,Jackson,19485,636
IA,Iowa,Jasper,37813,730
IA,Iowa,Jefferson,15663,435
IA,Iowa,Johnson,152854,614
IA,Iowa,Jones,20646,575
IA,Iowa,Keokuk,10033,579
IA,Iowa,Kossuth,14828,973
IA,Iowa,Lee,33555,517
IA,Iowa,Linn,230299,718
IA,Iowa,Louisa,10837,402
IA,Iowa,Lucas,8634,431
IA,Iowa,Lyon,11934,588
IA,Iowa,Madison,16548,561
IA,Iowa,Mahaska,22190,571
IA,Iowa,Marion,33414,554
IA,Iowa,Marshall,40105,572
IA,Iowa,Mills,14484,437
IA,Iowa,Mitchell,10565,469
IA,Iowa,Monona,8751,693
IA,Iowa,Monroe,7577,433
IA,Iowa,Montgomery,10330,424
IA,Iowa,Muscatine,43235,439
IA,Iowa,O'Brien,14182,573
IA,Iowa,Osceola,6192,399
IA,Iowa,Page,15211,535
IA,Iowa,Palo Alto,8996,564
IA,Iowa,Plymouth,25698,864
IA,Iowa,Pocahontas,7078,578
IA,Iowa,Polk,492401,570
IA,Iowa,Pottawattamie,93667,954
IA,Iowa,Poweshiek,18662,585
IA,Iowa,Ringgold,4663,538
IA,Iowa,Sac,9814,576
IA,Iowa,Scott,174669,458
IA,Iowa,Shelby,11746,591
IA,Iowa,Sioux,35872,768
IA,Iowa,Story,98537,573
IA,Iowa,Tama,17135,721
IA,Iowa,Taylor,5896,534
IA,Iowa,Union,12138,424
IA,Iowa,Van Buren,7203,485
IA,Iowa,Wapello,35437,432
IA,Iowa,Warren,52403,572
IA,Iowa,Washington,22565,569
IA,Iowa,Wayne,6497,526
IA,Iowa,Webster,36999,715
IA,Iowa,Winnebago,10679,400
IA,Iowa,Winneshiek,20070,690
IA,Iowa,Woodbury,105941,873
IA,Iowa,Worth,7443,400
IA,Iowa,Wright,12943,581
KS,Kansas,Allen,12526,503
KS,Kansas,Anderson,7836,583
KS,Kansas,Atchison,16348,432
KS,Kansas,Barber,4228,1134
KS,Kansas,Barton,25493,894
KS,Kansas,Bourbon,14360,637
KS,Kansas,Brown,9508,571
KS,Kansas,Butler,67380,1428
KS,Kansas,Chase,2572,776
KS,Kansas,Chautauqua,3379,642
KS,Kansas,Cherokee,19362,587
KS,Kansas,Cheyenne,2616,1020
KS,Kansas,Clark,1991,975
KS,Kansas,Clay,8117,644
KS,Kansas,Cloud,9032,716
KS,Kansas,Coffey,8360,630
KS,Kansas,Comanche,1689,788
KS,Kansas,Cowley,34549,1126
KS,Kansas,Crawford,38972,593
KS,Kansas,Decatur,2764,894
KS,Kansas,Dickinson,18402,848
KS,Kansas,Doniphan,7510,392
KS,Kansas,Douglas,118785,457
KS,Kansas,Edwards,2907,622
KS,Kansas,Elk,2483,648
KS,Kansas,Ellis,28934,900
KS,Kansas,Ellsworth,6376,716
KS,Kansas,Finney,38470,1300
KS,Kansas,Ford,34287,1099
KS,Kansas,Franklin,25996,574
KS,Kansas,Geary,36739,384
KS,Kansas,Gove,2718,1072
KS,Kansas,Graham,2415,898
KS,Kansas,Grant,7352,575
KS,Kansas,Gray,5653,869
KS,Kansas,Greeley,1284,778
KS,Kansas,Greenwood,6016,1140
KS,Kansas,Hamilton,2518,996
KS,Kansas,Harper,5485,802
KS,Kansas,Harvey,34024,539
KS,Kansas,Haskell,3780,577
KS,Kansas,Hodgeman,1723,860
KS,Kansas,Jackson,13232,657
KS,Kansas,Jefferson,18368,536
KS,Kansas,Jewell,2932,909
KS,Kansas,Johnson,609863,477
KS,Kansas,Kearny,3983,870
KS,Kansas,Kingman,7470,864
KS,Kansas,Kiowa,2460,722
KS,Kansas,Labette,20184,649
KS,Kansas,Lane,1574,717
KS,Kansas,Leavenworth,81881,463
KS,Kansas,Lincoln,2939,719
KS,Kansas,Linn,9591,599
KS,Kansas,Logan,2762,1073
KS,Kansas,Lyon,32179,851
KS,Kansas,Marion,11823,903
KS,Kansas,Marshall,10038,900
KS,Kansas,McPherson,30223,943
KS,Kansas,Meade,4055,978
KS,Kansas,Miami,34191,577
KS,Kansas,Mitchell,5796,700
KS,Kansas,Montgomery,31486,645
KS,Kansas,Morris,5386,697
KS,Kansas,Morton,2701,730
KS,Kansas,Nemaha,10273,719
KS,Kansas,Neosho,15904,572
KS,Kansas,Ness,2687,1075
KS,Kansas,Norton,5459,878
KS,Kansas,Osage,15766,704
KS,Kansas,Osborne,3500,893
KS,Kansas,Ottawa,5735,721
KS,Kansas,Pawnee,6253,754
KS,Kansas,Phillips,4981,886
KS,Kansas,Pottawatomie,25348,844
KS,Kansas,Pratt,9157,735
KS,Kansas,Rawlins,2561,1070
KS,Kansas,Reno,61898,1254
KS,Kansas,Republic,4674,716
KS,Kansas,Rice,9427,727
KS,Kansas,Riley,71959,610
KS,Kansas,Rooks,4919,888
KS,Kansas,Rush,2956,718
KS,Kansas,Russell,6691,885
KS,Kansas,Saline,54303,720
KS,Kansas,Scott,5151,718
KS,Kansas,Sedgwick,523824,1000
KS,Kansas,Seward,21964,640
KS,Kansas,Shawnee,178909,550
KS,Kansas,Sheridan,2447,896
KS,Kansas,Sherman,5927,1056
KS,Kansas,Smith,3570,896
KS,Kansas,Stafford,4072,792
KS,Kansas,Stanton,2084,680
KS,Kansas,Stevens,5250,728
KS,Kansas,Sumner,22382,1182
KS,Kansas,Thomas,7930,1075
KS,Kansas,Trego,2808,888
KS,Kansas,Wabaunsee,6877,798
KS,Kansas,Wallace,1512,914
KS,Kansas,Washington,5530,898
KS,Kansas,Wichita,2152,719
KS,Kansas,Wilson,8624,574
KS,Kansas,Woodson,3115,501
KS,Kansas,Wyandotte,169245,151
KY,Kentucky,Adair,18903,407
KY,Kentucky,Allen,20588,344
KY,Kentucky,Anderson,23852,203
KY,Kentucky,Ballard,7728,251
KY,Kentucky,Barren,44485,491
KY,Kentucky,Bath,12750,279
KY,Kentucky,Bell,24097,361
KY,Kentucky,Boone,135968,246
KY,Kentucky,Bourbon,20252,291
KY,Kentucky,Boyd,48261,160
KY,Kentucky,Boyle,30614,182
KY,Kentucky,Bracken,8400,203
KY,Kentucky,Breathitt,13718,495
KY,Kentucky,Breckinridge,20432,572
KY,Kentucky,Bullitt,82217,299
KY,Kentucky,Butler,12371,428
KY,Kentucky,Caldwell,12649,347
KY,Kentucky,Calloway,37103,386
KY,Kentucky,Campbell,93076,152
KY,Kentucky,Carlisle,4826,192
KY,Kentucky,Carroll,10810,130
KY,Kentucky,Carter,26627,411
KY,Kentucky,Casey,15941,446
KY,Kentucky,Christian,72748,721
KY,Kentucky,Clark,36972,254
KY,Kentucky,Clay,20345,471
KY,Kentucky,Clinton,9253,198
KY,Kentucky,Crittenden,8990,362
KY,Kentucky,Cumberland,5888,306
KY,Kentucky,Daviess,103312,462
KY,Kentucky,Edmonson,12126,303
KY,Kentucky,Elliott,7354,234
KY,Kentucky,Estill,14163,254
KY,Kentucky,Fayette,322570,284
KY,Kentucky,Fleming,15082,351
KY,Kentucky,Floyd,35942,394
KY,Kentucky,Franklin,51541,210
KY,Kentucky,Fulton,6515,209
KY,Kentucky,Gallatin,8690,105
KY,Kentucky,Garrard,16953,231
KY,Kentucky,Grant,24941,260
KY,Kentucky,Graves,36649,556
KY,Kentucky,Grayson,26420,504
KY,Kentucky,Green,11107,289
KY,Kentucky,Greenup,35962,346
KY,Kentucky,Hancock,9095,189
KY,Kentucky,Hardin,110702,628
KY,Kentucky,Harlan,26831,467
KY,Kentucky,Harrison,18692,310
KY,Kentucky,Hart,19288,416
KY,Kentucky,Henderson,44793,440
KY,Kentucky,Henry,15678,289
KY,Kentucky,Hickman,4521,244
KY,Kentucky,Hopkins,45423,551
KY,Kentucky,Jackson,12955,346
KY,Kentucky,Jefferson,782969,385
KY,Kentucky,Jessamine,52991,173
KY,Kentucky,Johnson,22680,262
KY,Kentucky,Kenton,169064,163
KY,Kentucky,Knott,14251,352
KY,Kentucky,Knox,30193,388
KY,Kentucky,LaRue,14867,263
KY,Kentucky,Laurel,62613,436
KY,Kentucky,Lawrence,16293,419
KY,Kentucky,Lee,7395,210
KY,Kentucky,Leslie,10513,404
KY,Kentucky,Letcher,21548,339
KY,Kentucky,Lewis,13080,484
KY,Kentucky,Lincoln,24275,337
KY,Kentucky,Livingston,8888,316
KY,Kentucky,Logan,27432,556
KY,Kentucky,Lyon,8680,216
KY,Kentucky,Madison,92701,441
KY,Kentucky,Magoffin,11637,310
KY,Kentucky,Marion,19581,347
KY,Kentucky,Marshall,31659,305
KY,Kentucky,Martin,11287,231
KY,Kentucky,Mason,17120,241
KY,Kentucky,McCracken,67875,251
KY,Kentucky,McCreary,16888,428
KY,Kentucky,McLean,9152,254
KY,Kentucky,Meade,30003,308
KY,Kentucky,Menifee,6113,204
KY,Kentucky,Mercer,22641,251
KY,Kentucky,Metcalfe,10286,291
KY,Kentucky,Monroe,11338,331
KY,Kentucky,Montgomery,28114,199
KY,Kentucky,Morgan,13726,381
KY,Kentucky,Muhlenberg,30928,475
KY,Kentucky,Nelson,46738,423
KY,Kentucky,Nicholas,7537,197
KY,Kentucky,Ohio,23772,594
KY,Kentucky,Oldham,67607,189
KY,Kentucky,Owen,11278,352
KY,Kentucky,Owsley,4051,198
KY,Kentucky,Pendleton,14644,280
KY,Kentucky,Perry,28473,342
KY,Kentucky,Pike,58669,788
KY,Kentucky,Powell,13129,180
KY,Kentucky,Pulaski,65034,662
KY,Kentucky,Robertson,2193,100
KY,Kentucky,Rockcastle,16037,318
KY,Kentucky,Rowan,24662,281
KY,Kentucky,Russell,17991,254
KY,Kentucky,Scott,57155,285
KY,Kentucky,Shelby,48065,384
KY,Kentucky,Simpson,19594,236
KY,Kentucky,Spencer,19490,186
KY,Kentucky,Taylor,26023,270
KY,Kentucky,Todd,12243,376
KY,Kentucky,Trigg,14061,443
KY,Kentucky,Trimble,8474,149
KY,Kentucky,Union,13668,345
KY,Kentucky,Warren,134554,545
KY,Kentucky,Washington,12027,301
KY,Kentucky,Wayne,19555,459
KY,Kentucky,Webster,13017,335
KY,Kentucky,Whitley,36712,440
KY,Kentucky,Wolfe,6562,223
KY,Kentucky,Woodford,26871,191
LA,Louisiana,Acadia,57576,658
LA,Louisiana,Allen,22750,766
LA,Louisiana,Ascension,126500,303
LA,Louisiana,Assumption,21039,364
LA,Louisiana,Avoyelles,39693,866
LA,Louisiana,Beauregard,36549,1166
LA,Louisiana,Bienville,12981,822
LA,Louisiana,Bossier,128746,867
LA,Louisiana,Caddo,237848,937
LA,Louisiana,Calcasieu,216785,1094
LA,Louisiana,Caldwell,9645,541
LA,Louisiana,Cameron,5617,1932
LA,Louisiana,Catahoula,8906,739
LA,Louisiana,Claiborne,14170,768
LA,Louisiana,Concordia,18687,749
LA,Louisiana,De Soto,26812,895
LA,Louisiana,East Baton Rouge,456781,471
LA,Louisiana,East Carroll,7459,442
LA,Louisiana,East Feliciana,19539,456
LA,Louisiana,Evangeline,32350,680
LA,Louisiana,Franklin,19774,636
LA,Louisiana,Grant,22169,664
LA,Louisiana,Iberia,69929,1031
LA,Louisiana,Iberville,30241,653
LA,Louisiana,Jackson,15031,580
LA,Louisiana,Jefferson,440781,642
LA,Louisiana,Jefferson Davis,32250,659
LA,Louisiana,Lafayette,241753,270
LA,Louisiana,Lafourche,97557,1472
LA,Louisiana,LaSalle,14791,663
LA,Louisiana,Lincoln,48396,472
LA,Louisiana,Livingston,142282,703
LA,Louisiana,Madison,10017,651
LA,Louisiana,Morehouse,25629,805
LA,Louisiana,Natchitoches,37515,1299
LA,Louisiana,Orleans,383997,350
LA,Louisiana,Ouachita,160368,633
LA,Louisiana,Plaquemines,23515,2429
LA,Louisiana,Pointe Coupee,20758,591
LA,Louisiana,Rapides,130023,1362
LA,Louisiana,Red River,7620,402
LA,Louisiana,Richland,20043,564
LA,Louisiana,Sabine,22155,1012
LA,Louisiana,St. Bernard,43764,1794
LA,Louisiana,St. Charles,52549,410
LA,Louisiana,St. Helena,10920,409
LA,Louisiana,St. James,20192,258
LA,Louisiana,St. John the Baptist,42477,348
LA,Louisiana,St. Landry,82540,939
LA,Louisiana,St. Martin,51767,817
LA,Louisiana,St. Mary,49406,612
LA,Louisiana,St. Tammany,264570,1124
LA,Louisiana,Tangipahoa,133157,823
LA,Louisiana,Tensas,4147,641
LA,Louisiana,Terrebonne,109580,2080
LA,Louisiana,Union,21107,905
LA,Louisiana,Vermilion,57359,1538
LA,Louisiana,Vernon,48750,1341
LA,Louisiana,Washington,45463,676
LA,Louisiana,Webster,36967,615
LA,Louisiana,West Baton Rouge,27199,203
LA,Louisiana,West Carroll,9751,360
LA,Louisiana,West Feliciana,15310,426
LA,Louisiana,Winn,13755,957
ME,Maine,Androscoggin,111139,497
ME,Maine,Aroostook,67105,6829
ME,Maine,Cumberland,303069,1217
ME,Maine,Franklin,29456,1744
ME,Maine,Hancock,55478,2351
ME,Maine,Kennebec,123642,951
ME,Maine,Knox,40607,1142
ME,Maine,Lincoln,35237,700
ME,Maine,Oxford,57777,2175
ME,Maine,Penobscot,152199,3556
ME,Maine,Piscataquis,16800,4377
ME,Maine,Sagadahoc,36699,370
ME,Maine,Somerset,50477,4095
ME,Maine,Waldo,39607,853
ME,Maine,Washington,31095,3255
ME,Maine,York,211972,1271
MD,Maryland,Allegany,68106,424
MD,Maryland,Anne Arundel,588261,415
MD,Maryland,Baltimore,854535,598
MD,Maryland,Calvert,92783,213
MD,Maryland,Caroline,33293,319
MD,Maryland,Carroll,172891,448
MD,Maryland,Cecil,103725,418
MD,Maryland,Charles,166617,458
MD,Maryland,Dorchester,32531,541
MD,Maryland,Frederick,271717,660
MD,Maryland,Garrett,28806,667
MD,Maryland,Harford,260924,437
MD,Maryland,Howard,332317,251
MD,Maryland,Kent,19198,277
MD,Maryland,Montgomery,1062061,493
MD,Maryland,Prince George's,967201,483
MD,Maryland,Queen Anne's,49874,372
MD,Maryland,St. Mary's,113777,357
MD,Maryland,Somerset,24620,611
MD,Maryland,Talbot,37526,267
MD,Maryland,Washington,154705,458
MD,Maryland,Wicomico,103588,374
MD,Maryland,Worcester,52460,468
MD,Maryland,Baltimore City,585708,80
MA,Massachusetts,Barnstable,228996,396
MA,Massachusetts,Berkshire,129026,931
MA,Massachusetts,Bristol,579200,556
MA,Massachusetts,Dukes,20600,104
MA,Massachusetts,Essex,809829,498
MA,Massachusetts,Franklin,71029,702
MA,Massachusetts,Hampden,465825,618
MA,Massachusetts,Hampshire,162308,529
MA,Massachusetts,Middlesex,1632002,824
MA,Massachusetts,Nantucket,14255,48
MA,Massachusetts,Norfolk,725981,400
MA,Massachusetts,Plymouth,530819,661
MA,Massachusetts,Suffolk,797936,58
MA,Massachusetts,Worcester,862111,1513
MI,Michigan,Alcona,10167,1791
MI,Michigan,Alger,8842,5049
MI,Michigan,Allegan,120502,1833
MI,Michigan,Alpena,28907,1695
MI,Michigan,Antrim,23431,602
MI,Michigan,Arenac,15002,681
MI,Michigan,Baraga,8158,1069
MI,Michigan,Barry,62423,577
MI,Michigan,Bay,103856,631
MI,Michigan,Benzie,17970,860
MI,Michigan,Berrien,154316,1581
MI,Michigan,Branch,44862,519
MI,Michigan,Calhoun,134310,718
MI,Michigan,Cass,51589,508
MI,Michigan,Charlevoix,26054,1391
MI,Michigan,Cheboygan,25579,885
MI,Michigan,Chippewa,36785,2698
MI,Michigan,Clare,30856,885
MI,Michigan,Clinton,79128,575
MI,Michigan,Crawford,12988,563
MI,Michigan,Delta,36903,1992
MI,Michigan,Dickinson,25947,777
MI,Michigan,Eaton,109175,579
MI,Michigan,Emmet,34112,882
MI,Michigan,Genesee,406211,649
MI,Michigan,Gladwin,25386,516
MI,Michigan,Gogebic,14380,1476
MI,Michigan,Grand Traverse,95238,601
MI,Michigan,Gratiot,41761,572
MI,Michigan,Hillsdale,45746,607
MI,Michigan,Houghton,37361,1502
MI,Michigan,Huron,31407,2136
MI,Michigan,Ingham,284900,561
MI,Michigan,Ionia,66804,580
MI,Michigan,Iosco,25237,1891
MI,Michigan,Iron,11631,1211
MI,Michigan,Isabella,64394,578
MI,Michigan,Jackson,160366,724
MI,Michigan,Kalamazoo,261670,580
MI,Michigan,Kalkaska,17939,571
MI,Michigan,Kent,657974,872
MI,Michigan,Keweenaw,2046,5966
MI,Michigan,Lake,12096,575
MI,Michigan,Lapeer,88619,663
MI,Michigan,Leelanau,22301,2532
MI,Michigan,Lenawee,99423,761
MI,Michigan,Livingston,193866,585
MI,Michigan,Luce,5339,1912
MI,Michigan,Mackinac,10834,2101
MI,Michigan,Macomb,881217,570
MI,Michigan,Manistee,25032,1281
MI,Michigan,Marquette,66017,3425
MI,Michigan,Mason,29052,1242
MI,Michigan,Mecosta,39714,571
MI,Michigan,Menominee,23502,1338
MI,Michigan,Midland,83494,528
MI,Michigan,Missaukee,15052,574
MI,Michigan,Monroe,154809,680
MI,Michigan,Montcalm,66614,721
MI,Michigan,Montmorency,9153,562
MI,Michigan,Muskegon,175824,1459
MI,Michigan,Newaygo,49978,861
MI,Michigan,Oakland,1274395,908
MI,Michigan,Oceana,26659,1307
MI,Michigan,Ogemaw,20770,575
MI,Michigan,Ontonagon,5816,3741
MI,Michigan,Osceola,22891,573
MI,Michigan,Oscoda,8219,572
MI,Michigan,Otsego,25091,526
MI,Michigan,Ottawa,296200,1632
MI,Michigan,Presque Isle,12982,2573
MI,Michigan,Roscommon,23459,580
MI,Michigan,Saginaw,190124,816
MI,Michigan,St. Clair,160383,837
MI,Michigan,St. Joseph,60939,521
MI,Michigan,Sanilac,40611,1590
MI,Michigan,Schoolcraft,8047,1884
MI,Michigan,Shiawassee,68094,541
MI,Michigan,Tuscola,53323,914
MI,Michigan,Van Buren,75587,1090
MI,Michigan,Washtenaw,372258,723
MI,Michigan,Wayne,1793561,672
MI,Michigan,Wexford,33673,576
MN,Minnesota,Aitkin,15697,1819.3
MN,Minnesota,Anoka,363887,423.61
MN,Minnesota,Becker,35183,1310.42
MN,Minnesota,Beltrami,46228,2505.27
MN,Minnesota,Benton,41379,408.28
MN,Minnesota,Big Stone,5166,496.95
MN,Minnesota,Blue Earth,69112,752.36
MN,Minnesota,Brown,25912,610.86
MN,Minnesota,Carlton,36207,860.33
MN,Minnesota,Carver,106922,357.04
MN,Minnesota,Cass,30066,2017.6
MN,Minnesota,Chippewa,12598,582.8
MN,Minnesota,Chisago,56621,417.63
MN,Minnesota,Clay,65318,1045.24
MN,Minnesota,Clearwater,8524,994.71
MN,Minnesota,Cook,5600,1450.6
MN,Minnesota,Cottonwood,11517,639.99
MN,Minnesota,Crow Wing,66123,996.57
MN,Minnesota,Dakota,439882,569.58
MN,Minnesota,Dodge,20867,439.5
MN,Minnesota,Douglas,39006,634.32
MN,Minnesota,Faribault,13921,713.63
MN,Minnesota,Fillmore,21228,861.25
MN,Minnesota,Freeborn,30895,707.64
MN,Minnesota,Goodhue,47582,758.27
MN,Minnesota,Grant,6074,546.41
MN,Minnesota,Hennepin,1281565,556.62
MN,Minnesota,Houston,18843,558.41
MN,Minnesota,Hubbard,21344,922.46
MN,Minnesota,Isanti,41135,439.07
MN,Minnesota,Itasca,45014,2665.06
MN,Minnesota,Jackson,9989,701.69
MN,Minnesota,Kanabec,16032,524.93
MN,Minnesota,Kandiyohi,43732,796.06
MN,Minnesota,Kittson,4207,1097.08
MN,Minnesota,Koochiching,12062,3102.36
MN,Minnesota,Lac qui Parle,6719,764.87
MN,Minnesota,Lake,10905,2099.16
MN,Minnesota,Lake of the Woods,3763,1296.7
MN,Minnesota,Le Sueur,28674,448.5
MN,Minnesota,Lincoln,5640,537.03
MN,Minnesota,Lyon,25269,714.17
MN,Minnesota,Mahnomen,5411,556.14
MN,Minnesota,Marshall,9040,1772.24
MN,Minnesota,Martin,20025,709.34
MN,Minnesota,McLeod,36771,491.91
MN,Minnesota,Meeker,23400,608.54
MN,Minnesota,Mille Lacs,26459,574.47
MN,Minnesota,Morrison,34010,1124.5
MN,Minnesota,Mower,40029,711.5
MN,Minnesota,Murray,8179,704.43
MN,Minnesota,Nicollet,34454,452.29
MN,Minnesota,Nobles,22290,715.39
MN,Minnesota,Norman,6441,876.27
MN,Minnesota,Olmsted,162847,653.01
MN,Minnesota,Otter Tail,60081,1979.71
MN,Minnesota,Pennington,13992,616.54
MN,Minnesota,Pine,28876,1411.04
MN,Minnesota,Pipestone,9424,465.89
MN,Minnesota,Polk,31192,1970.37
MN,Minnesota,Pope,11308,670.14
MN,Minnesota,Ramsey,552352,155.78
MN,Minnesota,Red Lake,3935,432.43
MN,Minnesota,Redwood,15425,879.73
MN,Minnesota,Renville,14723,982.92
MN,Minnesota,Rice,67097,497.57
MN,Minnesota,Rock,9704,482.61
MN,Minnesota,Roseau,15331,1662.51
MN,Minnesota,St. Louis,200231,6225.16
MN,Minnesota,Scott,150928,356.68
MN,Minnesota,Sherburne,97183,436.3
MN,Minnesota,Sibley,14836,588.65
MN,Minnesota,Stearns,158292,1344.52
MN,Minnesota,Steele,37406,429.55
MN,Minnesota,Stevens,9671,562.06
MN,Minnesota,Swift,9838,743.53
MN,Minnesota,Todd,25262,942.02
MN,Minnesota,Traverse,3360,574.09
MN,Minnesota,Wabasha,21387,525.01
MN,Minnesota,Wadena,14065,535.02
MN,Minnesota,Waseca,18968,432.25
MN,Minnesota,Washington,267568,391.7
MN,Minnesota,Watonwan,11253,434.51
MN,Minnesota,Wilkin,6506,751.43
MN,Minnesota,Winona,49671,626.3
MN,Minnesota,Wright,141337,660.5
MN,Minnesota,Yellow Medicine,9528,757.96
MS,Mississippi,Adams,29538,460
MS,Mississippi,Alcorn,34740,400
MS,Mississippi,Amite,12720,730
MS,Mississippi,Attala,17889,735
MS,Mississippi,Benton,7646,407
MS,Mississippi,Bolivar,30985,876
MS,Mississippi,Calhoun,13266,587
MS,Mississippi,Carroll,9998,628
MS,Mississippi,Chickasaw,17106,502
MS,Mississippi,Choctaw,8246,419
MS,Mississippi,Claiborne,9135,487
MS,Mississippi,Clarke,15615,691
MS,Mississippi,Clay,18636,409
MS,Mississippi,Coahoma,21390,554
MS,Mississippi,Copiah,28368,777
MS,Mississippi,Covington,18340,414
MS,Mississippi,DeSoto,185314,478
MS,Mississippi,Forrest,78158,467
MS,Mississippi,Franklin,7675,565
MS,Mississippi,George,24350,478
MS,Mississippi,Greene,13530,713
MS,Mississippi,Grenada,21629,422
MS,Mississippi,Hancock,46053,477
MS,Mississippi,Harrison,208621,581
MS,Mississippi,Hinds,227742,869
MS,Mississippi,Holmes,17000,756
MS,Mississippi,Humphreys,7785,418
MS,Mississippi,Issaquena,1338,413
MS,Mississippi,Itawamba,23863,532
MS,Mississippi,Jackson,143252,727
MS,Mississippi,Jasper,16367,676
MS,Mississippi,Jefferson,7260,519
MS,Mississippi,Jefferson Davis,11321,408
MS,Mississippi,Jones,67246,694
MS,Mississippi,Kemper,8988,766
MS,Mississippi,Lafayette,55813,631
MS,Mississippi,Lamar,64222,497
MS,Mississippi,Lauderdale,72984,704
MS,Mississippi,Lawrence,12016,431
MS,Mississippi,Leake,21275,583
MS,Mississippi,Lee,83343,450
MS,Mississippi,Leflore,28339,592
MS,Mississippi,Lincoln,34907,586
MS,Mississippi,Lowndes,58879,502
MS,Mississippi,Madison,109145,719
MS,Mississippi,Marion,24441,542
MS,Mississippi,Marshall,33752,706
MS,Mississippi,Monroe,34180,764
MS,Mississippi,Montgomery,9822,407
MS,Mississippi,Neshoba,29087,570
MS,Mississippi,Newton,21291,578
MS,Mississippi,Noxubee,10285,695
MS,Mississippi,Oktibbeha,51788,458
MS,Mississippi,Panola,33208,684
